dt,xi_x,xi_y,xi_z,dot_xi_x,dot_xi_y,dot_xi_z
0.01,0.000370732,-0.000371491,-4.09016e-07,0.00328341,-0.00328126,-3.70664e-06
0.01,0.000411074,-0.000411886,-4.54703e-07,0.0040342,-0.00403953,-4.56876e-06
0.01,0.000446291,-0.000447157,-4.94576e-07,0.00352162,-0.0035271,-3.98726e-06
0.01,0.000481055,-0.000481977,-5.33963e-07,0.0034764,-0.00348195,-3.93871e-06
0.01,0.000516295,-0.000517275,-5.73883e-07,0.00352406,-0.00352984,-3.99203e-06
0.01,0.00055963,-0.000560617,-6.22768e-07,0.00433348,-0.00433413,-4.88851e-06
0.01,0.000597482,-0.000598524,-6.65563e-07,0.00378522,-0.00379077,-4.27943e-06
0.01,0.000634924,-0.000636034,-7.07951e-07,0.00374419,-0.00375102,-4.23878e-06
0.01,0.000680887,-0.000682016,-7.59793e-07,0.00459629,-0.00459819,-5.18422e-06
0.01,0.000713098,-0.000714278,-7.96194e-07,0.00322105,-0.00322612,-3.64013e-06
0.01,0.000743556,-0.000744796,-8.30718e-07,0.00304583,-0.00305181,-3.45239e-06
0.01,0.000783049,-0.000784372,-8.75467e-07,0.00394926,-0.00395764,-4.47485e-06
0.01,0.000816734,-0.000818062,-9.13419e-07,0.00336858,-0.003369,-3.79523e-06
0.01,0.000841585,-0.000842958,-9.41567e-07,0.00248503,-0.00248959,-2.81482e-06
0.01,0.000874986,-0.000876437,-9.79461e-07,0.00334013,-0.00334791,-3.78937e-06
0.01,0.000902115,-0.000903633,-1.01021e-06,0.00271295,-0.00271965,-3.07502e-06
0.01,0.000919981,-0.000921549,-1.03052e-06,0.00178658,-0.00179155,-2.03111e-06
0.01,0.000937589,-0.000939206,-1.05059e-06,0.00176077,-0.00176576,-2.00641e-06
0.01,0.000956761,-0.000958434,-1.07241e-06,0.00191725,-0.00192274,-2.18265e-06
0.01,0.000977925,-0.000979657,-1.09647e-06,0.00211638,-0.00212231,-2.40586e-06
0.01,0.00099077,-0.000992544,-1.11111e-06,0.00128444,-0.00128867,-1.46378e-06
0.01,0.00100385,-0.00100567,-1.12605e-06,0.00130791,-0.00131228,-1.49421e-06
0.01,0.00100788,-0.00100972,-1.13076e-06,0.000403189,-0.000405668,-4.70465e-07
0.01,0.00101216,-0.00101403,-1.13578e-06,0.000428113,-0.000430624,-5.02674e-07
0.01,0.00100698,-0.00100885,-1.1301e-06,-0.0005181,0.000517641,5.68041e-07
0.01,0.00101395,-0.00101585,-1.1382e-06,0.000696651,-0.000700031,-8.09584e-07
0.01,0.00100108,-0.00100297,-1.12379e-06,-0.00128666,0.00128789,1.44043e-06
0.01,0.00101149,-0.0010135,-1.13595e-06,0.00104113,-0.00105221,-1.21516e-06
0.01,0.00100303,-0.00100505,-1.1265e-06,-0.000845758,0.000844917,9.44134e-07
0.01,0.000980086,-0.000982062,-1.10075e-06,-0.00229486,0.00229854,2.57492e-06
0.01,0.000970047,-0.000972082,-1.08979e-06,-0.00100386,0.000997978,1.09643e-06
0.01,0.000951119,-0.000953132,-1.06858e-06,-0.00189285,0.00189502,2.1209e-06
0.01,0.000932804,-0.000934785,-1.04808e-06,-0.00183152,0.00183465,2.04971e-06
0.01,0.000902625,-0.000904546,-1.01416e-06,-0.00301782,0.00302394,3.39224e-06
0.01,0.000888277,-0.000890176,-9.98165e-07,-0.00143482,0.00143702,1.59964e-06
0.01,0.000863108,-0.000864955,-9.69859e-07,-0.00251697,0.0025221,2.83064e-06
0.01,0.00083817,-0.000839965,-9.4187e-07,-0.00249377,0.00249896,2.79884e-06
0.01,0.00080011,-0.000801822,-8.99041e-07,-0.003806,0.00381434,4.28293e-06
0.01,0.000777649,-0.000779383,-8.74004e-07,-0.00224607,0.00224391,2.5037e-06
0.01,0.000744362,-0.000746102,-8.36646e-07,-0.00332869,0.00332805,3.73583e-06
0.01,0.000727599,-0.000729328,-8.17929e-07,-0.00167631,0.00167738,1.87167e-06
0.01,0.000699407,-0.000701138,-7.86255e-07,-0.00281917,0.00281901,3.16741e-06
0.01,0.000671218,-0.000672885,-7.54563e-07,-0.00281894,0.00282535,3.16918e-06
0.01,0.000628065,-0.000629621,-7.05943e-07,-0.00431531,0.00432637,4.86205e-06
0.01,0.00060176,-0.000603239,-6.76437e-07,-0.00263047,0.00263818,2.95057e-06
0.01,0.000580652,-0.000582133,-6.52776e-07,-0.00211081,0.00211068,2.36607e-06
0.01,0.000544558,-0.000546016,-6.12156e-07,-0.00360941,0.00361165,4.06203e-06
0.01,0.000507831,-0.000509194,-5.70831e-07,-0.00367265,0.00368219,4.13249e-06
0.01,0.000491351,-0.000492649,-5.52374e-07,-0.00164804,0.00165453,1.8457e-06
0.01,0.000461822,-0.000463091,-5.19114e-07,-0.00295291,0.00295574,3.32601e-06
0.01,0.000431766,-0.000432946,-4.85279e-07,-0.00300562,0.00301449,3.38348e-06
0.01,0.0004035,-0.000404584,-4.5346e-07,-0.00282661,0.00283629,3.18194e-06
0.01,0.000377391,-0.000378381,-4.24068e-07,-0.00261085,0.00262026,2.93924e-06
0.01,0.000353387,-0.000354356,-3.97094e-07,-0.00240036,0.00240251,2.69738e-06
0.01,0.000351046,-0.000351982,-3.94548e-07,-0.000234148,0.000237379,2.54582e-07
0.01,0.000334034,-0.000334895,-3.75292e-07,-0.00170122,0.00170873,1.92557e-06
0.01,0.000295571,-0.000296376,-3.31922e-07,-0.00384628,0.00385191,4.33707e-06
0.01,0.000274077,-0.000274846,-3.07816e-07,-0.00214945,0.00215299,2.41055e-06
0.01,0.000258545,-0.000259244,-2.90345e-07,-0.0015532,0.00156012,1.74714e-06
0.01,0.000245401,-0.000246097,-2.75583e-07,-0.00131432,0.00131476,1.47617e-06
0.01,0.000213121,-0.000213779,-2.39182e-07,-0.00322804,0.00323181,3.6401e-06
0.01,0.000199896,-0.000200557,-2.24428e-07,-0.00132253,0.00132214,1.47537e-06
0.01,0.000191431,-0.000192104,-2.14947e-07,-0.000846434,0.000845348,9.48179e-07
0.01,0.000163537,-0.000164175,-1.83474e-07,-0.00278939,0.00279285,3.14722e-06
0.01,0.000154991,-0.000155633,-1.7398e-07,-0.000854633,0.000854261,9.49432e-07
0.01,0.000151098,-0.000151682,-1.69596e-07,-0.000389316,0.000395107,4.38417e-07
0.01,0.000148865,-0.00014945,-1.67096e-07,-0.000223267,0.000223191,2.5003e-07
0.01,0.000125482,-0.000125963,-1.40644e-07,-0.00233831,0.00234872,2.64517e-06
0.01,0.000121812,-0.000122221,-1.36592e-07,-0.000367016,0.000374212,4.05144e-07
0.01,0.000100054,-0.000100351,-1.11981e-07,-0.00217576,0.00218696,2.46115e-06
0.01,9.88389e-05,-9.90707e-05,-1.10699e-07,-0.000121553,0.000128025,1.2821e-07
0.01,0.000102162,-0.000102342,-1.14434e-07,0.000332309,-0.000327107,-3.73517e-07
0.01,0.000106827,-0.000107029,-1.19702e-07,0.000466474,-0.000468714,-5.26767e-07
0.01,0.000112211,-0.00011245,-1.25783e-07,0.000538417,-0.000542072,-6.08102e-07
0.01,0.000118207,-0.000118417,-1.32513e-07,0.000599615,-0.000596788,-6.73046e-07
0.01,0.000100238,-0.000100422,-1.12176e-07,-0.00179694,0.00179956,2.03377e-06
0.01,0.000103387,-0.000103604,-1.1586e-07,0.000314934,-0.000318173,-3.68456e-07
0.01,8.61163e-05,-8.63193e-05,-9.63361e-08,-0.00172707,0.00172843,1.9524e-06
0.01,0.00011645,-0.000116678,-1.30714e-07,0.00303338,-0.00303585,-3.43775e-06
0.01,0.000104211,-0.000104354,-1.16675e-07,-0.00122394,0.00123236,1.40382e-06
0.01,0.000110756,-0.00011086,-1.24121e-07,0.000654526,-0.000650562,-7.44604e-07
0.01,0.000121214,-0.000121358,-1.35929e-07,0.00104577,-0.00104979,-1.18074e-06
0.01,0.00013272,-0.00013292,-1.48908e-07,0.00115065,-0.00115621,-1.29787e-06
0.01,0.000144746,-0.000144937,-1.62426e-07,0.00120262,-0.00120169,-1.35187e-06
0.01,0.000128955,-0.000129128,-1.44522e-07,-0.0015791,0.0015809,1.79038e-06
0.01,0.0001371,-0.000137321,-1.53849e-07,0.000814459,-0.00081936,-9.32652e-07
0.01,0.000150199,-0.000150482,-1.68643e-07,0.00130994,-0.00131612,-1.47941e-06
0.01,0.000164557,-0.000164904,-1.84831e-07,0.00143579,-0.00144212,-1.61878e-06
0.01,0.000179466,-0.000179875,-2.01633e-07,0.00149091,-0.00149713,-1.68025e-06
0.01,0.00016359,-0.000163989,-1.83625e-07,-0.0015876,0.00158859,1.80089e-06
0.01,0.000174118,-0.000174565,-1.95641e-07,0.00105276,-0.00105762,-1.20169e-06
0.01,0.000190196,-0.000190635,-2.1374e-07,0.00160783,-0.00160702,-1.8099e-06
0.01,0.000174573,-0.000174918,-1.95956e-07,-0.00156235,0.00157174,1.77841e-06
0.01,0.00018711,-0.000187427,-2.10195e-07,0.00125368,-0.00125093,-1.42389e-06
0.01,0.000205539,-0.000205914,-2.30983e-07,0.00184291,-0.00184867,-2.07878e-06
0.01,0.000190056,-0.000190421,-2.13398e-07,-0.00154823,0.00154929,1.75847e-06
0.01,0.000204672,-0.0002051,-2.3004e-07,0.0014616,-0.0014679,-1.66417e-06
0.01,0.000225764,-0.000226202,-2.53791e-07,0.00210918,-0.00211019,-2.37508e-06
0.01,0.000210269,-0.000210617,-2.36127e-07,-0.00154954,0.00155855,1.76645e-06
0.01,0.000227291,-0.000227697,-2.55484e-07,0.00170219,-0.00170805,-1.93572e-06
0.01,0.000211182,-0.000211509,-2.37157e-07,-0.00161089,0.00161878,1.83262e-06
0.01,0.000230062,-0.000230458,-2.58622e-07,0.00188806,-0.00189488,-2.14647e-06
0.01,0.000214354,-0.000214742,-2.4078e-07,-0.00157085,0.00157161,1.7842e-06
0.01,0.000235445,-0.000235918,-2.64745e-07,0.00210912,-0.00211759,-2.39654e-06
0.01,0.000220136,-0.000220535,-2.47303e-07,-0.00153087,0.00153831,1.74427e-06
0.01,0.000198835,-0.000199201,-2.23322e-07,-0.0021301,0.00213334,2.39807e-06
0.01,0.000222309,-0.000222765,-2.5001e-07,0.00234739,-0.00235634,-2.66877e-06
0.01,0.000208309,-0.000208762,-2.3407e-07,-0.00140003,0.00140033,1.59395e-06
0.01,0.000235851,-0.000236335,-2.65279e-07,0.00275424,-0.00275738,-3.12082e-06
0.01,0.000222172,-0.00022264,-2.49671e-07,-0.00136798,0.00136954,1.56074e-06
0.01,0.00020155,-0.000201996,-2.26452e-07,-0.00206219,0.00206439,2.32188e-06
0.01,0.000231964,-0.000232449,-2.60945e-07,0.00304139,-0.00304526,-3.44931e-06
0.01,0.000219252,-0.000219723,-2.46415e-07,-0.00127113,0.00127253,1.45302e-06
0.01,0.0001992,-0.00019965,-2.23833e-07,-0.00200522,0.00200738,2.25821e-06
0.01,0.000178769,-0.000179198,-2.00864e-07,-0.00204312,0.00204521,2.2969e-06
0.01,0.000215089,-0.000215569,-2.42032e-07,0.00363203,-0.00363714,-4.11681e-06
0.01,0.00020463,-0.000205033,-2.29981e-07,-0.0010459,0.00105363,1.20509e-06
0.01,0.000186015,-0.000186387,-2.09004e-07,-0.00186148,0.00186457,2.09777e-06
0.01,0.000166801,-0.000167152,-1.87399e-07,-0.00192149,0.00192345,2.16048e-06
0.01,0.00014848,-0.000148746,-1.66781e-07,-0.00183201,0.00184064,2.06177e-06
0.01,0.000192903,-0.000193306,-2.17127e-07,0.00444222,-0.00445598,-5.03459e-06
0.01,0.000185378,-0.000185791,-2.08382e-07,-0.000752461,0.000751454,8.7447e-07
0.01,0.000168635,-0.000169036,-1.89509e-07,-0.00167429,0.00167555,1.88738e-06
0.01,0.000151038,-0.000151355,-1.69695e-07,-0.0017597,0.0017681,1.98131e-06
0.01,0.000134142,-0.000134433,-1.507e-07,-0.00168959,0.00169213,1.89957e-06
0.01,0.000118284,-0.000118492,-1.32852e-07,-0.00158587,0.00159418,1.78477e-06
0.01,0.000103413,-0.000103602,-1.16136e-07,-0.00148704,0.00148899,1.67165e-06
0.01,0.000159514,-0.000159882,-1.79665e-07,0.00561011,-0.00562801,-6.35291e-06
0.01,0.000156338,-0.000156727,-1.75767e-07,-0.000317583,0.000315484,3.89731e-07
0.01,0.000142383,-0.000142763,-1.60017e-07,-0.00139557,0.0013964,1.57505e-06
0.01,0.000127114,-0.000127482,-1.42843e-07,-0.00152687,0.00152815,1.71741e-06
0.01,0.000112383,-0.000112738,-1.26283e-07,-0.00147307,0.00147435,1.65595e-06
0.01,9.85201e-05,-9.8863e-05,-1.10701e-07,-0.00138632,0.00138751,1.55827e-06
0.01,8.55514e-05,-8.58833e-05,-9.61234e-08,-0.00129687,0.00129797,1.45772e-06
0.01,7.34456e-05,-7.3767e-05,-8.25158e-08,-0.00121058,0.00121163,1.36076e-06
0.01,6.21605e-05,-6.24719e-05,-6.98304e-08,-0.00112851,0.00112951,1.26854e-06
0.01,5.16537e-05,-5.19554e-05,-5.80197e-08,-0.00105068,0.00105165,1.18107e-06
0.01,4.18841e-05,-4.21762e-05,-4.70375e-08,-0.000976956,0.000977925,1.09822e-06
0.01,3.28125e-05,-3.30949e-05,-3.68397e-08,-0.000907166,0.000908126,1.01978e-06
0.01,0.000107452,-0.000107903,-1.21274e-07,0.00746396,-0.00748082,-8.44343e-06
0.01,0.000111281,-0.000111744,-1.25182e-07,0.000382927,-0.00038411,-3.90766e-07
0.01,0.000101863,-0.000102307,-1.14514e-07,-0.000941876,0.000943679,1.0668e-06
0.01,9.045e-05,-9.08713e-05,-1.01667e-07,-0.00114126,0.00114361,1.28465e-06
0.01,7.92932e-05,-7.96261e-05,-8.91037e-08,-0.00111569,0.00112453,1.25634e-06
0.01,6.87443e-05,-6.90434e-05,-7.72396e-08,-0.00105489,0.00105827,1.1864e-06
0.01,5.88769e-05,-5.91536e-05,-6.61448e-08,-0.000986738,0.000988983,1.10948e-06
0.01,4.96762e-05,-4.99332e-05,-5.58e-08,-0.00092007,0.000922033,1.03448e-06
0.01,4.11116e-05,-4.13499e-05,-4.61702e-08,-0.000856466,0.000858335,9.62979e-07
0.01,3.31498e-05,-3.33701e-05,-3.72182e-08,-0.000796173,0.000797984,8.95203e-07
0.01,2.5759e-05,-2.59616e-05,-2.89079e-08,-0.000739085,0.000740841,8.31028e-07
0.01,1.89082e-05,-1.90936e-05,-2.12047e-08,-0.000685077,0.000686802,7.70314e-07
0.01,1.36748e-05,-1.38501e-05,-1.53243e-08,-0.000523337,0.000524348,5.88046e-07
0.01,8.7412e-06,-8.90763e-06,-9.77298e-09,-0.000493363,0.000494251,5.55131e-07
0.01,3.85546e-06,-4.01308e-06,-4.27402e-09,-0.000488574,0.000489455,5.49896e-07
0.01,-1.02496e-06,8.76302e-07,1.21917e-09,-0.000488042,0.000488938,5.49319e-07
0.01,-5.90075e-06,5.76127e-06,6.70711e-09,-0.000487579,0.000488496,5.48793e-07
0.01,-1.07633e-05,1.06351e-05,1.21807e-08,-0.000486257,0.000487381,5.4736e-07
0.01,-1.56041e-05,1.54877e-05,1.76298e-08,-0.000484075,0.000485262,5.44909e-07
0.01,-2.04135e-05,2.03094e-05,2.30436e-08,-0.000480947,0.000482168,5.41381e-07
0.01,8.44358e-05,-8.4758e-05,-9.5559e-08,0.0104849,-0.0105067,-1.18603e-05
0.01,9.67069e-05,-9.70402e-05,-1.08841e-07,0.00122711,-0.00122822,-1.32822e-06
0.01,9.12668e-05,-9.15723e-05,-1.02619e-07,-0.000544012,0.000546789,6.22225e-07
0.01,8.27725e-05,-8.30437e-05,-9.30445e-08,-0.000849429,0.000852861,9.5745e-07
0.01,7.41311e-05,-7.43678e-05,-8.33209e-08,-0.000864135,0.000867583,9.72357e-07
0.01,6.5901e-05,-6.61044e-05,-7.4063e-08,-0.000823017,0.000826344,9.25796e-07
0.01,5.81713e-05,-5.83428e-05,-6.53685e-08,-0.000772962,0.000776154,8.69448e-07
0.01,5.09388e-05,-5.10799e-05,-5.72331e-08,-0.000723249,0.000726296,8.13533e-07
0.01,4.41824e-05,-4.42944e-05,-4.96332e-08,-0.000675647,0.000678552,7.59996e-07
0.01,3.78782e-05,-3.79625e-05,-4.25419e-08,-0.000630416,0.000633186,7.09127e-07
0.01,3.20029e-05,-3.2061e-05,-3.5933e-08,-0.000587531,0.000590151,6.60891e-07
0.01,2.65339e-05,-2.65672e-05,-2.97811e-08,-0.000546905,0.000549381,6.15194e-07
0.01,2.14496e-05,-2.14594e-05,-2.40619e-08,-0.000508431,0.000510778,5.71918e-07
0.01,1.80211e-05,-1.80167e-05,-2.0212e-08,-0.000342847,0.000344274,3.84993e-07
0.01,1.48923e-05,-1.48753e-05,-1.66913e-08,-0.000312875,0.00031414,3.52063e-07
0.01,1.1801e-05,-1.17715e-05,-1.32113e-08,-0.000309129,0.000310377,3.48001e-07
0.01,8.6997e-06,-8.65757e-06,-9.71973e-09,-0.000310134,0.000311393,3.49158e-07
0.01,5.58377e-06,-5.5289e-06,-6.21173e-09,-0.000311593,0.000312868,3.50799e-07
0.01,2.45733e-06,-2.38958e-06,-2.69198e-09,-0.000312643,0.000313932,3.51975e-07
0.01,-6.73778e-07,7.54546e-07,8.32957e-10,-0.000313111,0.000314412,3.52494e-07
0.01,-3.80236e-06,3.8983e-06,4.35559e-09,-0.000312858,0.000314376,3.52263e-07
0.01,-6.92296e-06,7.03462e-06,7.8693e-09,-0.000312061,0.000313632,3.51371e-07
0.01,-1.00295e-05,1.01571e-05,1.13671e-08,-0.000310655,0.000312246,3.49784e-07
0.01,-1.31158e-05,1.32594e-05,1.48421e-08,-0.00030863,0.000310234,3.47499e-07
0.01,-1.61757e-05,1.63354e-05,1.82873e-08,-0.000305988,0.000307601,3.44519e-07
0.01,0.000243043,-0.000243717,-2.74994e-07,0.0259219,-0.0260053,-2.93281e-05
0.01,0.000277984,-0.000278771,-3.13059e-07,0.00349409,-0.0035054,-3.80652e-06
0.01,0.000269609,-0.000270372,-3.03393e-07,-0.000837508,0.000839961,9.66593e-07
0.01,0.000253372,-0.000254085,-2.85081e-07,-0.00162372,0.00162868,1.83124e-06
0.01,0.000236328,-0.000236989,-2.659e-07,-0.00170436,0.00170957,1.9181e-06
0.01,0.000219856,-0.000220467,-2.47368e-07,-0.00164724,0.00165227,1.85318e-06
0.01,0.000204198,-0.000204761,-2.29753e-07,-0.00156583,0.0015706,1.76154e-06
0.01,0.000189371,-0.000189889,-2.13072e-07,-0.00148268,0.00148719,1.66805e-06
0.01,0.000175349,-0.000175824,-1.97296e-07,-0.0014022,0.00140645,1.57757e-06
0.01,0.000162097,-0.000162533,-1.82387e-07,-0.00132514,0.00132914,1.49094e-06
0.01,0.000149582,-0.00014998,-1.68305e-07,-0.00125156,0.00125533,1.40821e-06
0.01,0.000137768,-0.000138131,-1.55012e-07,-0.00118136,0.0011849,1.32926e-06
0.01,0.000126624,-0.000126953,-1.42473e-07,-0.0011144,0.00111774,1.25396e-06
0.01,0.000116118,-0.000116416,-1.30651e-07,-0.00105057,0.00105371,1.18217e-06
0.01,0.000106221,-0.000106489,-1.19513e-07,-0.000989751,0.000992693,1.11376e-06
0.01,-0.00016405,0.000165062,1.86205e-07,-0.0270271,0.0271551,3.05719e-05
0.01,-0.000209318,0.000210518,2.35875e-07,-0.00452673,0.00454561,4.96702e-06
0.01,-0.000210536,0.000211802,2.36982e-07,-0.000121845,0.000128409,1.10642e-07
0.01,-0.000203279,0.000204493,2.28759e-07,0.000725726,-0.000730957,-8.22253e-07
0.01,-0.000194605,0.000195745,2.18984e-07,0.00086742,-0.000874776,-9.77525e-07
0.01,-0.000185876,0.000187024,2.09156e-07,0.000872904,-0.000872088,-9.82848e-07
0.01,-0.000177443,0.000178529,1.99663e-07,0.000843256,-0.000849535,-9.49241e-07
0.01,-0.000169325,0.000170336,1.90525e-07,0.000811836,-0.000819289,-9.13857e-07
0.01,-0.000161517,0.000162453,1.81735e-07,0.000780802,-0.000788275,-8.78925e-07
0.01,-0.000154011,0.000154875,1.73286e-07,0.000750591,-0.000757861,-8.44933e-07
0.01,-0.000146798,0.000147592,1.65166e-07,0.000721279,-0.000728291,-8.11957e-07
0.01,-0.00013987,0.000140595,1.57367e-07,0.000692848,-0.000699629,-7.79975e-07
0.01,-0.000133216,0.000133877,1.49877e-07,0.000665321,-0.000671864,-7.49014e-07
0.01,-0.00012683,0.000127427,1.42686e-07,0.000638654,-0.000644972,-7.19023e-07
0.01,-0.000120701,0.000121237,1.35786e-07,0.000612834,-0.00061896,-6.89995e-07
0.01,-0.000114823,0.0001153,1.29167e-07,0.000587843,-0.000593787,-6.61897e-07
0.01,0.00015183,-0.000152538,-1.72371e-07,0.0266653,-0.0267838,-3.01538e-05
0.01,0.000193751,-0.000194644,-2.18267e-07,0.00419207,-0.00421062,-4.58962e-06
0.01,0.000191957,-0.000192843,-2.16e-07,-0.000179392,0.000180137,2.26725e-07
0.01,0.000181928,-0.00018277,-2.04671e-07,-0.0010029,0.00100729,1.13294e-06
0.01,0.000170738,-0.000171531,-1.92075e-07,-0.00111895,0.00112386,1.25952e-06
0.01,0.000159782,-0.000160528,-1.79751e-07,-0.00109556,0.00110038,1.23247e-06
0.01,0.00014932,-0.000150019,-1.67981e-07,-0.00104627,0.00105088,1.17693e-06
0.01,0.000139383,-0.000140038,-1.56803e-07,-0.000993709,0.000998093,1.11782e-06
0.01,0.000129959,-0.000130573,-1.46202e-07,-0.000942344,0.000946511,1.06008e-06
0.01,0.000121029,-0.000121603,-1.36156e-07,-0.000892999,0.000896957,1.0046e-06
0.01,0.000112572,-0.000113108,-1.26641e-07,-0.000845775,0.000849531,9.5151e-07
0.01,0.000104565,-0.000105066,-1.17634e-07,-0.000800631,0.00080419,9.00748e-07
0.01,9.69903e-05,-9.74574e-05,-1.09111e-07,-0.000757494,0.00076087,8.52239e-07
0.01,8.98274e-05,-9.02625e-05,-1.01052e-07,-0.000716292,0.000719493,8.05904e-07
0.01,8.30578e-05,-8.34626e-05,-9.34357e-08,-0.000676954,0.000679985,7.61661e-07
0.01,7.66637e-05,-7.70398e-05,-8.62414e-08,-0.000639409,0.000642279,7.19431e-07
0.01,7.06278e-05,-7.09768e-05,-7.945e-08,-0.000603591,0.000606304,6.79139e-07
0.01,6.49336e-05,-6.52568e-05,-7.30428e-08,-0.000569428,0.000571996,6.40711e-07
0.01,5.9565e-05,-5.9864e-05,-6.70021e-08,-0.00053686,0.000539287,6.04074e-07
0.01,5.45067e-05,-5.47828e-05,-6.13105e-08,-0.000505824,0.000508116,5.69158e-07
0.01,4.97441e-05,-4.99986e-05,-5.59516e-08,-0.00047626,0.000478425,5.35896e-07
0.01,4.5263e-05,-4.54971e-05,-5.09094e-08,-0.000448108,0.00045015,5.04221e-07
0.01,4.10499e-05,-4.12647e-05,-4.61686e-08,-0.000421311,0.000423238,4.74072e-07
0.01,3.70918e-05,-3.72884e-05,-4.17148e-08,-0.000395817,0.000397631,4.45386e-07
0.01,3.33761e-05,-3.35556e-05,-3.75338e-08,-0.00037157,0.000373279,4.18102e-07
0.01,2.98909e-05,-3.00543e-05,-3.36121e-08,-0.00034852,0.000350127,3.92165e-07
0.01,-0.000234588,0.000235173,2.65462e-07,-0.0264479,0.0265227,2.99074e-05
0.01,-0.00027418,0.000274876,3.08723e-07,-0.0039592,0.0039703,4.32608e-06
0.01,-0.000270051,0.000270735,3.03816e-07,0.000412958,-0.000414042,-4.90648e-07
0.01,-0.00025771,0.000258362,2.89877e-07,0.00123408,-0.00123738,-1.3939e-06
0.01,-0.000244241,0.000244856,2.74711e-07,0.00134693,-0.00135051,-1.51666e-06
0.01,-0.00023104,0.000231621,2.59856e-07,0.00132006,-0.00132351,-1.4855e-06
0.01,-0.000218323,0.000218964,2.45553e-07,0.00127166,-0.00126577,-1.43027e-06
0.01,-0.000206209,0.000206833,2.31926e-07,0.00121141,-0.00121306,-1.36273e-06
0.01,-0.000194656,0.00019525,2.18929e-07,0.0011553,-0.00115832,-1.29963e-06
0.01,7.75373e-05,-7.77818e-05,-8.88573e-08,0.0272194,-0.0273032,-3.07787e-05
0.01,0.000124567,-0.000124953,-1.40495e-07,0.00470296,-0.00471717,-5.16376e-06
0.01,0.000127585,-0.000127979,-1.43632e-07,0.000301765,-0.000302534,-3.13744e-07
0.01,0.000122106,-0.000122482,-1.37414e-07,-0.000547901,0.00054972,6.21866e-07
0.01,0.000115221,-0.000115574,-1.29654e-07,-0.000688491,0.00069073,7.75973e-07
0.01,0.000108336,-0.000108668,-1.21903e-07,-0.000688459,0.000690684,7.75117e-07
0.01,0.000101722,-0.000102032,-1.14457e-07,-0.000661448,0.000663581,7.44563e-07
0.01,9.542e-05,-9.57098e-05,-1.07364e-07,-0.000630157,0.000632186,7.09316e-07
0.01,8.94292e-05,-8.96997e-05,-1.00621e-07,-0.000599083,0.000601011,6.74341e-07
0.01,8.37382e-05,-8.39905e-05,-9.42146e-08,-0.000569094,0.000570921,6.40588e-07
0.01,7.8335e-05,-7.857e-05,-8.81326e-08,-0.000540325,0.000542056,6.08207e-07
0.01,7.32073e-05,-7.34259e-05,-8.23607e-08,-0.000512768,0.000514407,5.77188e-07
0.01,6.83434e-05,-6.85465e-05,-7.68857e-08,-0.000486388,0.000487939,5.47496e-07
0.01,6.37319e-05,-6.39204e-05,-7.16949e-08,-0.000461146,0.000462614,5.19082e-07
0.01,5.93619e-05,-5.95365e-05,-6.67759e-08,-0.000437001,0.000438388,4.91901e-07
0.01,5.52228e-05,-5.53842e-05,-6.21168e-08,-0.000413912,0.000415225,4.65912e-07
0.01,5.13044e-05,-5.14534e-05,-5.77061e-08,-0.000391845,0.000393084,4.41067e-07
0.01,4.75968e-05,-4.77341e-05,-5.35328e-08,-0.000370757,0.000371928,4.17327e-07
0.01,4.40906e-05,-4.42169e-05,-4.95863e-08,-0.000350617,0.00035172,3.94652e-07
0.01,4.07768e-05,-4.08926e-05,-4.58563e-08,-0.000331385,0.000332426,3.73002e-07
0.01,3.76465e-05,-3.77525e-05,-4.23329e-08,-0.00031303,0.00031401,3.52335e-07
0.01,3.46609e-05,-3.47584e-05,-3.89747e-08,-0.000298558,0.000299417,3.35823e-07
0.01,3.18933e-05,-3.19829e-05,-3.58625e-08,-0.000276764,0.000277546,3.11218e-07
0.01,2.92688e-05,-2.93503e-05,-3.29087e-08,-0.000262448,0.00026326,2.95382e-07
0.01,2.67929e-05,-2.68666e-05,-3.01218e-08,-0.000247589,0.000248367,2.78692e-07
0.01,2.44609e-05,-2.45273e-05,-2.74969e-08,-0.000233197,0.00023393,2.62493e-07
0.01,2.22665e-05,-2.2326e-05,-2.50268e-08,-0.000219445,0.000220133,2.47009e-07
0.01,2.15968e-05,-2.16537e-05,-2.42795e-08,-6.6962e-05,6.72351e-05,7.47262e-08
0.01,2.1194e-05,-2.12488e-05,-2.38252e-08,-4.02826e-05,4.04835e-05,4.54366e-08
0.01,2.08108e-05,-2.08637e-05,-2.33914e-08,-3.83217e-05,3.8517e-05,4.33723e-08
0.01,2.03984e-05,-2.04492e-05,-2.29246e-08,-4.12438e-05,4.14466e-05,4.66849e-08
0.01,1.99476e-05,-1.99963e-05,-2.24146e-08,-4.50756e-05,4.52876e-05,5.09968e-08
0.01,1.94575e-05,-1.95039e-05,-2.18604e-08,-4.90156e-05,4.9237e-05,5.54252e-08
0.01,1.89285e-05,-1.89727e-05,-2.12625e-08,-5.28972e-05,5.31281e-05,5.97863e-08
0.01,1.83617e-05,-1.84035e-05,-2.06221e-08,-5.66808e-05,5.69205e-05,6.40367e-08
0.01,1.77581e-05,-1.77974e-05,-1.99405e-08,-6.03529e-05,6.06007e-05,6.81612e-08
0.01,1.71191e-05,-1.71558e-05,-1.9219e-08,-6.39043e-05,6.41601e-05,7.2149e-08
